0.86,39,15,110,75,2,100
0.9,41,11,110,75,2,100
0.96,44,9,112,77,2,103
0.98,43,8,111,76,2,101
0.99,41,6,113,76,3,101
1.04,41,5,117,79,2,105
1.05,40,6,122,83,2,110
1.06,40,14,132,90,3,119
1.05,40,26,139,94,3,124
0.99,39,40,151,104,4,136
0.94,39,51,156,108,4,141
0.89,37,59,151,106,4,139
0.82,37,64,142,100,3,131
0.81,39,64,145,102,3,134
0.83,43,58,153,108,2,141
0.92,55,40,162,115,2,150
0.98,63,27,170,120,2,157
1,60,21,179,124,2,163
1.04,57,21,191,129,2,170
1.04,54,20,189,129,2,170
1.02,49,17,182,127,3,167
1.03,49,13,180,123,2,161
1.03,50,11,169,115,2,150
1.04,48,9,161,110,3,144
1,46,9,152,103,3,135
0.97,44,11,146,99,3,130
0.92,42,10,141,97,3,128
0.9,40,10,137,96,2,126
0.84,38,9,132,92,2,121
0.86,38,8,134,93,2,123
0.88,41,8,140,96,2,126
0.91,41,10,152,105,2,138
0.95,44,11,168,117,2,153
0.95,44,13,175,125,2,164
0.98,45,13,177,126,2,166
1.05,45,13,193,135,2,179
1.1,46,14,199,138,2,183
1.1,47,14,191,131,2,173
1.17,46,14,186,125,2,164
1.22,45,13,191,126,2,166
1.26,46,11,194,126,2,166
1.23,44,12,196,125,2,164
1.15,44,10,200,125,2,164
1.12,42,12,194,119,2,156
1.02,38,12,172,104,2,136
0.97,38,11,155,94,2,124
0.91,37,10,144,87,3,115
0.87,36,8,135,82,2,109
0.83,34,10,129,78,3,104
0.83,32,8,127,75,3,100
0.83,32,7,131,76,3,101
0.82,30,11,124,73,3,98
0.73,28,12,105,64,3,86
0.67,27,13,87,54,3,74
0.59,23,22,71,45,3,63
0.41,17,35,51,32,2,51
0.31,13,45,34,21,2,34
0.25,11,52,24,14,2,24
0.22,10,55,18,10,2,18
0.2,10,58,16,8,2,18
0.2,11,58,15,7,3,18
0.21,12,57,14,7,2,18
0.22,21,45,16,8,3,16
0.29,34,28,20,9,3,20
0.38,39,21,26,12,2,26
0.42,42,18,35,16,2,35
0.44,42,15,40,19,2,40
0.51,44,13,53,26,2,52
0.54,44,13,62,32,2,56
0.57,43,12,67,34,2,59
0.57,40,13,67,35,3,59
0.57,38,15,67,36,3,59
0.53,37,13,67,36,3,59
0.54,37,10,65,35,2,58
0.56,39,8,64,35,2,57
0.58,41,7,61,34,2,56
0.57,40,7,58,32,2,54
0.62,40,5,60,32,2,55
0.68,39,7,64,34,3,57
0.67,45,11,71,38,3,61
0.7,38,17,78,42,4,64
0.66,35,25,79,44,4,65
0.58,30,35,76,42,4,63
0.55,27,41,75,42,3,63
0.52,28,44,75,43,3,63
0.5,26,46,70,41,3,60
0.5,28,43,68,40,3,59
0.55,37,35,73,43,3,62
0.59,43,24,79,47,2,65
0.65,46,19,85,51,3,70
0.66,49,14,88,52,2,71
0.68,49,11,89,53,2,73
0.71,49,10,90,53,2,73
0.73,47,7,90,54,2,74
0.75,45,7,91,55,2,75
0.73,43,7,93,57,2,78
0.7,41,6,94,58,2,79
0.7,39,5,95,60,2,81
0.66,34,6,95,61,2,83
0.67,33,6,94,61,2,83
0.69,34,5,93,61,2,83
0.76,33,5,94,61,2,83
0.76,32,7,96,64,2,86
0.73,34,14,103,71,2,95
0.66,30,26,109,75,2,100
0.66,29,38,110,77,2,103
0.66,27,46,109,77,2,103
0.64,31,50,109,77,2,103
0.63,34,50,109,76,2,101
0.63,39,45,108,76,2,101
0.66,47,33,108,76,2,101
0.73,57,18,114,79,2,105
0.76,60,15,123,83,2,110
0.8,54,16,126,85,2,113
0.82,53,14,130,88,2,116
0.89,54,8,128,87,2,115
0.86,51,8,126,86,2,114
0.84,48,8,124,85,2,113
0.83,46,8,123,84,2,111
0.8,44,8,123,85,2,113
0.77,43,8,124,87,2,115
0.74,43,7,126,89,2,118
0.73,41,7,125,89,2,118
0.76,41,6,124,89,2,118
0.78,42,4,126,91,2,120
0.81,42,5,131,94,2,124
0.85,41,6,137,99,2,130
0.91,43,6,149,107,2,140
0.93,46,8,163,116,2,151
1,49,10,177,124,2,163
1.05,48,16,188,130,2,171
1.1,49,19,195,136,2,180
1.13,51,18,193,137,2,181
1.14,55,15,193,139,2,184
1.17,61,10,193,141,2,187
1.16,62,9,198,146,2,194
1.16,61,10,200,150,2,200
1.16,59,10,200,152,2,202
1.15,56,9,196,149,2,199
1.17,56,8,192,145,2,193
1.2,56,5,188,141,2,187
1.2,55,4,186,139,2,184
1.2,57,3,186,138,2,183
1.16,54,3,184,137,2,181
1.12,52,3,182,137,2,181
1.11,49,4,179,133,2,176
1.11,44,5,173,127,2,167
1.13,42,4,165,117,2,153
1.09,41,7,156,105,2,138
0.97,37,14,136,88,2,116
0.79,32,24,120,75,2,100
0.5,20,41,95,53,2,73
0.27,11,57,71,29,2,61
0.21,9,64,58,21,2,54
0.18,9,66,50,15,2,50
0.18,9,67,45,12,2,45
0.17,10,68,43,12,3,43
0.15,9,68,42,9,3,42
0.15,9,66,42,7,3,42
0.14,8,65,38,6,3,38
0.14,7,65,31,4,3,31
0.13,7,66,26,3,3,26
0.13,7,66,23,2,3,23
0.14,7,65,21,2,3,21
0.14,7,63,20,2,3,20
0.14,7,62,17,2,3,19
0.14,6,62,16,2,3,19
0.15,7,60,16,2,3,19
0.14,6,59,15,2,2,18
0.15,7,56,15,2,2,18
0.15,7,55,14,2,2,17
0.17,7,54,14,2,2,17
0.17,7,52,14,2,2,16
0.2,10,49,16,3,2,16
0.21,10,48,18,4,2,18
0.19,8,51,17,4,2,17
0.17,7,54,16,4,2,17
0.17,8,55,17,4,2,17
0.19,10,54,19,4,2,19
0.18,11,54,21,5,2,21
0.17,11,54,22,5,2,22
0.18,13,53,25,6,2,25
0.2,16,49,28,7,2,28
0.22,18,44,30,8,2,30
0.23,20,40,32,10,2,32
0.23,23,36,35,11,2,35
0.28,27,30,38,13,2,38
0.32,31,26,41,15,3,41
0.35,34,22,42,16,3,42
0.37,36,20,41,17,3,41
0.37,36,20,39,17,3,39
0.4,36,19,39,17,3,39
0.37,34,19,37,16,3,37
0.4,33,17,37,17,3,37
0.43,31,17,37,18,3,37
0.47,31,17,36,18,3,36
0.47,31,14,37,18,3,37
0.46,31,15,38,18,3,38
0.48,27,22,38,18,3,38
0.46,24,30,36,17,4,36
0.44,21,37,34,15,4,34
0.36,18,44,32,14,3,32
0.33,16,48,33,14,3,33
0.31,16,49,33,14,3,33
0.31,17,48,35,14,3,35
0.32,19,44,37,15,3,37
0.34,21,40,38,16,2,38
0.38,26,33,43,19,2,43
0.43,29,27,48,22,3,48
0.44,32,24,53,25,2,52
0.43,33,21,53,25,2,52
0.48,35,17,57,27,2,54
0.5,36,14,56,27,3,53
0.48,37,12,57,27,3,54
0.47,37,12,57,28,2,54
0.44,36,13,55,28,2,53
0.43,38,10,56,28,2,53
0.45,36,12,55,28,3,53
0.47,35,12,57,29,3,54
0.48,33,13,55,28,3,53
0.49,27,17,54,27,3,52
0.52,29,16,61,30,3,56
0.57,29,17,70,34,4,60
0.53,28,23,78,39,5,64
0.5,24,30,78,38,5,64
0.42,21,35,75,34,5,63
0.32,14,43,60,24,3,55
0.23,10,48,48,15,2,48
0.22,9,49,63,19,2,57
0.2,7,50,90,27,2,70
0.19,7,51,145,41,2,98
0.16,6,56,213,52,3,132
0.16,5,58,256,50,2,153
0.16,4,58,257,44,3,154
0.15,4,56,191,30,2,121
0.15,3,55,146,23,2,98
0.16,3,54,122,21,2,86
0.16,3,52,90,16,2,70
0.18,3,51,55,11,2,53
0.18,3,50,38,8,2,38
0.15,3,49,31,7,2,31
0.16,3,45,32,7,2,32
0.17,3,46,33,8,2,33
0.18,3,45,33,8,2,33
0.21,3,44,35,9,2,35
0.22,3,44,36,9,2,36
0.22,3,47,37,9,2,37
0.22,2,50,41,9,2,41
0.23,2,51,46,10,2,46
0.22,2,52,43,9,2,43
0.21,2,53,38,8,2,38
0.2,2,53,37,7,2,37
0.21,3,52,37,7,2,37
0.2,3,52,41,7,2,41
0.21,3,51,42,7,2,42
0.22,3,51,49,8,3,49
0.23,3,51,56,8,2,53
0.24,3,51,59,8,2,55
0.23,3,52,53,7,3,52
0.25,3,53,46,7,2,46
0.25,3,53,39,6,3,39
0.26,3,54,31,5,3,31
0.26,3,54,25,5,3,25
0.26,3,55,21,4,2,21
0.23,2,54,21,4,2,21
0.24,3,50,22,5,2,22
0.25,4,49,25,6,2,25
0.26,4,47,26,6,2,26
0.27,6,45,29,6,2,29
0.29,7,43,32,7,2,32
0.3,6,46,35,9,2,35
0.27,3,51,31,8,2,31
0.25,3,52,32,8,2,32
0.25,3,53,32,9,2,32
0.23,3,54,31,9,2,31
0.23,4,55,31,9,2,31
0.22,4,55,32,9,2,32
0.21,6,53,33,10,2,33
0.23,9,49,34,10,2,34
0.27,13,43,36,12,2,36
0.29,17,38,38,13,2,38
0.27,18,36,38,13,2,38
0.27,20,32,41,15,2,41
0.29,19,33,38,14,2,38
0.27,16,38,33,12,2,33
0.28,14,41,28,9,2,28
0.24,10,46,23,7,2,23
0.21,7,48,21,6,2,21
0.15,5,50,22,5,2,22
0.15,5,49,27,8,3,27
0.16,5,50,25,7,3,25
0.17,5,50,22,6,3,22
0.17,7,48,20,6,2,20
0.22,11,42,26,7,2,26
0.24,11,42,28,9,3,28
0.23,10,47,29,9,3,29
0.21,7,50,29,9,3,29
0.2,6,52,29,9,3,29
0.21,7,51,33,11,2,33
0.21,8,51,35,12,3,35
0.22,9,50,34,12,3,34
0.22,10,50,33,12,3,33
0.23,14,45,36,13,3,36
0.25,19,37,43,16,2,43
0.27,21,34,45,17,2,45
0.29,25,28,47,19,3,47
0.3,29,24,50,21,3,50
0.29,31,22,49,21,3,49
0.28,29,21,48,22,2,48
0.3,29,19,49,22,3,49
0.31,29,17,47,21,3,47
0.32,31,14,47,22,3,47
0.33,32,15,49,23,3,49
0.36,33,14,49,23,3,49
0.4,33,12,48,23,3,48
0.4,34,11,47,22,3,47
0.42,34,10,48,22,3,48
0.46,34,9,48,22,3,48
0.52,35,10,56,25,3,53
0.52,35,18,68,33,4,59
0.55,37,19,75,36,4,63
0.56,38,20,81,40,4,66
0.59,38,19,83,43,5,67
0.6,38,20,84,45,5,67
0.6,41,19,84,46,5,67
0.66,48,12,86,48,5,68
0.7,55,6,90,50,4,70
0.77,57,3,100,56,3,76
0.8,56,3,98,56,3,76
0.79,55,3,95,55,3,75
0.74,54,3,91,52,3,71
0.74,52,3,86,49,3,68
0.71,49,4,82,47,3,66
0.62,46,8,78,42,3,64
0.53,38,17,69,35,2,60
0.37,29,25,56,26,2,53
0.32,23,35,45,19,2,45
0.28,20,38,41,18,2,41
0.24,18,42,34,14,2,34
0.21,13,46,26,9,2,26
0.18,11,49,22,7,2,22
0.18,8,52,19,6,2,19
0.17,7,55,16,4,2,17
0.17,6,58,15,4,2,18
0.18,5,61,16,5,2,19
0.16,4,63,15,5,2,20
0.16,4,64,16,5,2,20
0.16,4,65,15,5,2,20
0.16,6,63,17,5,2,20
0.19,10,58,20,7,2,20
0.21,13,54,24,10,2,24
0.21,14,51,26,10,2,26
0.18,12,52,20,7,2,20
0.19,10,53,17,6,2,17
0.18,9,53,16,5,2,17
0.18,10,51,16,5,2,16
0.18,11,49,16,5,2,16
0.18,13,47,13,5,2,15
0.19,13,46,14,5,2,14
0.18,14,44,13,5,2,14
0.2,14,41,13,5,2,13
0.22,17,37,13,5,2,13
0.23,19,35,14,5,2,14
0.26,23,30,15,6,2,15
0.3,26,25,21,8,2,21
0.33,25,28,24,9,2,24
0.28,19,38,22,8,2,22
0.25,16,44,20,8,2,20
0.25,17,46,25,10,2,25
0.25,16,47,29,12,2,29
0.25,16,48,32,14,2,32
0.25,17,48,35,15,2,35
0.26,21,44,38,17,2,38
0.27,28,37,42,19,2,42
0.33,38,25,48,22,2,48
0.39,45,16,58,28,2,54
0.4,45,13,61,31,2,56
0.43,46,11,63,32,2,57
0.45,45,10,60,31,2,55
0.45,46,9,61,31,2,56
0.5,45,9,59,30,2,55
0.53,43,9,57,29,3,54
0.48,43,9,54,27,2,52
0.47,41,9,51,26,2,51
0.41,37,9,45,23,2,45
0.41,37,9,44,22,2,44
0.41,36,10,40,20,2,40
0.45,37,9,40,20,2,40
0.47,37,9,45,21,3,45
0.47,29,19,47,21,3,47
0.35,19,35,37,16,2,37
0.26,14,46,32,13,2,32
0.21,9,53,28,12,2,28
0.21,7,57,26,10,2,26
0.21,8,57,27,11,2,27
0.21,10,56,31,13,3,31
0.24,15,51,38,17,3,38
0.27,23,42,44,20,2,44
0.38,43,21,62,29,2,56
0.43,48,16,64,31,3,57
0.43,45,16,66,32,3,58
0.47,43,17,63,31,3,57
0.45,43,16,60,30,3,55
0.42,42,14,55,27,3,53
0.42,41,13,52,25,3,51
0.4,38,14,51,25,3,51
0.45,39,13,50,24,2,50
0.46,38,14,47,22,3,47
0.49,38,12,44,21,2,44
0.51,38,11,41,19,2,41
0.51,40,8,41,19,2,41
0.57,40,9,43,20,2,43
0.6,37,13,45,20,2,45
0.53,35,21,47,21,3,47
0.51,34,31,49,22,3,49
0.47,30,39,52,24,3,51
0.4,25,45,56,26,3,53
0.37,22,50,55,25,3,53
0.36,22,52,52,25,3,51
0.36,26,48,53,25,3,52
0.4,35,37,54,26,3,52
0.45,44,33,62,31,3,56
0.53,51,20,70,36,3,60
0.54,52,16,73,38,3,62
0.57,52,16,75,39,3,63
0.54,49,16,69,35,2,60
0.48,43,23,57,27,3,54
0.49,39,25,49,22,3,49
0.47,40,21,43,19,3,43
0.43,39,21,40,19,2,40
0.4,40,21,39,18,2,39
0.38,39,20,37,18,2,37
0.37,41,19,35,17,3,35
0.4,40,18,32,15,2,32
0.39,39,19,30,14,2,30
0.47,41,16,33,15,2,33
0.5,37,20,36,16,2,36
0.43,31,31,35,16,3,35
0.39,30,35,34,15,3,34
0.38,27,41,36,16,3,36
